,Unnamed: 0,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,genres
102278,131959,0.0372,['Cameo'],0.8240000000000001,270667,0.522,0,7sPqjOCAHslIh9xBG9wnMI,5.44e-06,11,0.0258,-12.703,0,Attack Me With Your Love,36,1985-01-01,0.0498,106.773,0.865,1985,['disco' 'jazz' 'pop']
94165,121361,0.629,['Eddie Kendricks'],0.489,340200,0.477,0,5zKAlrdrdEkBkylhwT3cqH,0.0014,8,0.0763,-13.62,1,My People...Hold On,36,1972-01-01,0.114,144.85399999999996,0.54,1972,['disco' 'jazz']
3292,4502,0.381,"['Frank Sinatra', 'Quincy Jones']",0.596,292240,0.615,0,23UbRcbWIsgqDDAExRJqS1,0.0,1,0.303,-10.158,1,Mack The Knife,36,1984-01-01,0.0396,138.39600000000002,0.565,1984,['disco' 'jazz']
94859,122131,0.0596,['Change'],0.778,483439,0.462,0,27MdefmKyCpfro5pwnj0Ne,0.00176,11,0.0413,-15.796,0,Searching,36,1980,0.0735,127.616,0.6729999999999999,1980,['country' 'disco' 'jazz']
3287,4497,0.6809999999999999,['Jermaine Jackson'],0.713,288720,0.434,0,0QAiTq1vLdg4RfBsOvZ85s,0.0,1,0.106,-9.999,0,Do What You Do,36,1984-04-14,0.0275,112.535,0.544,1984,['disco']
128173,165549,0.000935,['Bee Gees'],0.6629999999999999,254607,0.94,0,1kOobcwqi08IGUYFGnuM7o,0.0474,0,0.154,-4.151,1,You Should Be Dancing - Serban Mix,36,1977-11-15,0.0392,123.379,0.905,1977,['disco' 'rock']
121723,157315,0.0325,"['Sister Sledge', 'Sure Is Pure']",0.7909999999999999,502107,0.603,0,5hhHYgKKTxk16lx6lIzFK6,0.0,2,0.0389,-11.123,1,We Are Family - Sure Is Pure Remix,36,1979-02-15,0.0641,115.722,0.665,1979,['disco' 'pop']
114865,148477,0.831,['The Spinners'],0.459,245867,0.35200000000000004,0,45IJCUmR30YR8SBiBw14bD,5.53e-05,0,0.0609,-10.732,0,Just as Long as We Have Love,36,1975,0.0308,137.985,0.261,1975,['disco']
3740,5029,0.249,"['Dionne Warwick', 'Jeffrey Osborne']",0.78,273707,0.481,0,22zsrrUQWR7G6LVtszuKam,1.6e-05,0,0.07,-13.179,0,Love Power (with Jeffrey Osborne),36,1989-10-31,0.0304,116.17,0.618,1989,['disco' 'jazz' 'pop' 'rock']
53802,68879,0.6509999999999999,['Commodores'],0.529,366027,0.508,0,52i3VeUFbCRk3z8YgBFM7N,0.000672,8,0.136,-7.678,1,Jesus Is Love,36,2003-01-01,0.0293,136.64700000000002,0.379,2003,['disco' 'rock']
