,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,genres
2526,0.000726,Korn,0.56,189960,0.935,1,437ShA8eBSfBmezIP9MeX1,0.0006450000000000001,11,0.0776,-3.609,0,Right Now,52,2003-11-19,0.0986,102.946,0.383,2003,"hiphop, metal, rock"
2527,0.00239,Blue Öyster Cult,0.419,228867,0.909,0,3G3PQdcOUZTCgvhvfNGfbv,1.6800000000000002e-05,0,0.24,-10.258,1,(Don't Fear) The Reaper - Single Version,52,2008-11-18,0.0639,142.217,0.494,2008,"blues, metal, rock"
2528,0.00113,Faith No More,0.669,259866,0.6559999999999999,0,62HyVeSK4fpxjKj6dsI5MP,0.000252,9,0.0989,-10.549,1,Midlife Crisis,52,1992-06-08,0.0413,108.098,0.464,1992,"hiphop, metal, rock"
2529,0.0141,Rage Against The Machine,0.574,294693,0.765,1,1IDAJagxB9AQjjYXaiDK1j,0.00378,4,0.136,-7.755,1,Know Your Enemy,52,1992-11-03,0.128,117.636,0.613,1992,"hiphop, metal, rock"
2530,0.00379,Like Moths To Flames,0.524,220202,0.997,0,1JhNaEvVubRXy3wnOv10Ic,0.0,6,0.241,-1.394,1,Bury Your Pain,52,2015-04-06,0.107,129.965,0.371,2015,metal
2531,0.0463,Kid Rock,0.6709999999999999,332640,0.933,1,0p7H3kcuqKSzrJhEEAQZKc,0.0,1,0.123,-4.21,0,Devil Without a Cause,52,1998-08-05,0.215,92.329,0.455,1998,"metal, rock"
2532,1.32e-05,Foo Fighters,0.416,268307,0.935,0,3j8ja2Hq824OaRqIENJPTH,0.005520000000000001,10,0.481,-5.547999999999999,0,Low,52,2002-10-22,0.101,143.719,0.202,2002,"metal, pop, rock"
2533,0.413,Puddle Of Mudd,0.514,247920,0.784,1,325aNb4eh8HesYlrJmLSMX,0.0,6,0.16399999999999998,-6.2170000000000005,1,Control - Acoustic Version,52,2001-08-28,0.0413,150.326,0.5670000000000001,2001,"hiphop, metal, rock"
2534,0.0663,Thirty Seconds To Mars,0.402,326983,0.723,0,01v7kv0RTVaX4Vs8GcOGOP,2e-06,6,0.233,-5.26,1,This Is War,52,2009,0.0579,160.047,0.224,2009,"metal, rock"
2535,0.000731,Nickelback,0.441,219320,0.815,0,0n2RMFCf3wfKJ9h3E3BKO8,0.0,3,0.414,-4.088,1,Savin' Me,52,2005-09-26,0.0276,164.021,0.522,2005,"metal, rock"
2536,8.640000000000001e-05,Asking Alexandria,0.354,191875,0.985,1,7a0Zmtupswb9Faai3Yj3Eo,0.000168,7,0.902,-3.034,1,Killing You,52,2013-08-06,0.19,194.991,0.117,2013,metal
2537,0.0536,Ángeles Del Infierno,0.478,264613,0.607,0,3J9q29HbV4msJXTr2KDvy2,6.26e-05,4,0.215,-8.138,0,Si tú no estás aquí,52,1989,0.0242,91.138,0.262,1989,"metal, rock"
2538,6.94e-06,Muse,0.408,218000,0.965,0,429MqIq5nGH32feyRZHunv,0.000402,2,0.11,-4.232,1,Plug in Baby,52,2001,0.05,136.018,0.349,2001,"metal, pop, rock"
2539,0.00168,Red Hot Chili Peppers,0.5670000000000001,323333,0.659,0,68uWKoPwSxYE6DVylRA1XI,0.00158,0,0.0513,-10.635,1,Funky Monks,52,1991-09-24,0.0499,90.519,0.61,1991,"metal, pop, rock"
2540,0.0019,Breaking Benjamin,0.493,218800,0.843,0,6VGKfZmYkkMsd2pij0jNiF,0.0086,5,0.0835,-4.893,0,Sooner Or Later,52,2004-01-01,0.0482,92.827,0.416,2004,metal
2541,0.00763,Guns N' Roses,0.474,522093,0.983,0,2UqzzArv2T0NnHSTIUa13V,0.000758,4,0.0475,-7.251,1,Locomotive (Complicity),52,1991-09-17,0.0889,118.182,0.435,1991,"metal, rock"
2542,0.000105,Crossfade,0.503,205520,0.942,0,2tHImX6L0zzQKyle2E99O4,0.0,4,0.248,-5.025,0,So Far Away,52,2004-04-13,0.094,106.039,0.4,2004,"hiphop, metal, rock"
2543,0.0448,Guns N' Roses,0.436,287907,0.992,0,2hAt6y582UsTcwvCKTcTMs,0.122,6,0.34600000000000003,-6.43,1,Pretty Tied Up (The Perils Of Rock N' Roll Decadence),52,1991-09-17,0.125,138.97299999999998,0.234,1991,"metal, rock"
2544,0.00106,Guns N' Roses,0.465,318360,0.986,0,2e5Ja3v5arGEqprOaEZBh0,0.0021,5,0.368,-6.256,0,Don't Damn Me,52,1991-09-17,0.147,81.02,0.273,1991,"metal, rock"
2545,0.0511,At The Drive In,0.251,260306,0.932,0,1lg8iruuIfdRL20TMmHRzJ,3.2899999999999987e-05,4,0.642,-4.167,0,One Armed Scissor,52,2000,0.159,165.253,0.229,2000,"metal, rock"
2546,0.00554,Puddle Of Mudd,0.434,265067,0.845,0,4YetrvKdYwgQANVedMth3F,0.0,11,0.11,-4.316,1,Drift And Die,52,2001-01-01,0.0352,96.073,0.332,2001,"hiphop, metal, rock"
2547,0.00153,Linkin Park,0.488,187933,0.995,0,6HZdbb05lEXLvcmee3ZXO2,0.0,1,0.911,-3.096,0,Don't Stay,52,2003-03-24,0.108,90.05799999999998,0.679,2003,"hiphop, metal"
2548,0.0437,Blessid Union Of Souls,0.637,208493,0.846,0,34c09e1nnPqjQ48TKZvSnt,0.0,1,0.105,-3.663,1,Hey Leonardo (She Likes Me for Me),52,1999-04-27,0.0346,103.119,0.634,1999,"metal, pop, rock"
2549,4.1e-05,Thursday,0.4,264547,0.907,0,4pBfU4RSvH0NzjEr2OgjWn,0.000472,5,0.151,-4.956,1,Understanding in a Car Crash,52,2001,0.101,162.626,0.413,2001,"metal, pop, rock"
2550,0.0134,Matchbox Twenty,0.319,234427,0.732,0,4dZhQj20JbKlD9oR0X8kjZ,0.0,4,0.6579999999999999,-4.475,1,Bright Lights,52,2002-11-01,0.0436,80.195,0.2,2002,"metal, pop, rock"
2551,0.0724,Hollywood Undead,0.551,225547,0.715,1,5FUkeL8EMmVQ8uuArVWSc0,0.0,6,0.145,-7.442,0,Black Dahlia,52,2008-09-02,0.0338,139.966,0.414,2008,"hiphop, metal, rock"
2552,0.00254,Warrant,0.446,283933,0.523,0,0m5RdyFFcOKhut3sGkeWHG,6.12e-06,11,0.349,-11.716,1,Sometimes She Cries,52,1989,0.027000000000000003,146.482,0.655,1989,"metal, rock"
2553,2.44e-05,Them Crooked Vultures,0.54,265824,0.823,0,557jg1bhE6fYKPtfEGZXGG,0.00948,7,0.0911,-5.122000000000001,1,Scumbag Blues,52,2009-11-17,0.0385,112.282,0.475,2009,"blues, metal, rock"
2554,0.0115,Saving Abel,0.462,231453,0.7909999999999999,0,2UlFbS4EtiIj7uLeUvvOMJ,0.0,0,0.311,-4.497,1,18 Days,52,2008-01-01,0.035,129.974,0.425,2008,metal
